id,formatId,datasource,abstract,origin,title,keywords,northBoundCoord,southBoundCoord,eastBoundCoord,westBoundCoord
sha256:4b1a2d6b5c9b56d42c9c00f7731d81fb751008cac58fc5d4be52e1b2c1a95317,science-on-schema.org/Dataset;ld+json,urn:node:BOREALIS,"The purpose of this project was to identify and map the location of wetlands in the Chinchaga Watershed Management Basin within the Fort St. John Timber Supply Area. The Chinchaga study area covers 75,000 hectares (ha), and serves as an ecologically significant unit within the Fort St. John Timber Supply Area, representing the gentle, low relief terrain characteristic to Boreal Plains. The products created in this project are intended to provide input for the amendment of the Fort St. John Land & Resources Management Plan. Input data for this project consisted of Sentinel 2 spectral imagery, the provincial Digital Elevation Model, ClimateBC data, and Predictive Ecosystem Mapping provincial products. Both spectral and topographic indices were created to assist in model performance. A geographically stratified sampling approach was taken in order to generate 1012 points. These training points were attributed to allow for the prediction of three simplified land cover realms, as well as seven identified provincial Eco-Groups across the Chinchaga. Together, the explanatory variables and training points were fed into a Random Forest model, and the classes were predicted across the study area with 84.9% (Three Class) and 78.2% (Seven Class) overall accuracy, respectively. Included in this report are a brief discussion on explanatory variable contribution to model performance, as well as an analysis of sample design and its implications on class accuracies in the 7 Class prediction.","['Melser, Ramon']","Predictive Ecosystem Mapping of the Chinchaga Watershed Management Basin, North Eastern British Columbia","['mapping', 'remote sensing', 'ecosystems', 'wetlands', 'Earth and Environmental Sciences']",,,,
sha256:dd9f9cb1cda98fbe60fc46ac79b314775d593ffb2c8ed7a4ea66ab9acdb22ebe,science-on-schema.org/Dataset;ld+json,urn:node:DRYAD,"Worldwide, urbanization has transformed natural habitats and introduced a range of threats to the species living therein, including exposure to trace elements, including heavy metals. In interior British Columbia, Mountain Chickadees (Poecile gambeli) live and breed in both rural and urban habitats. We asked whether trace element concentrations (Be, Mg, Al, V, Cr, Mn, Co, Cu, Zn, As, Se, Mo, Ag, Cd, Sb, Ba, Hg, Tl, Pb, and U) in the feathers of urban-dwelling chickadees differed from their rural counterparts and, if so, whether the concentrations of trace elements differed by sex or were associated with body size/condition or reproduction. Zn, Mg, Al, Ba, and Sb were all found in higher concentrations in the feathers of urban birds. In contrast, Be, V, Cu, and Se were found in lower concentrations in urban birds. Unlike other studies, we did not find differences in Pb, U, or Cd between rural and urban birds. We found no differences between sexes; however, birds with longer tarsi had hig..., Combination of field data (age, sex, morphometrics, breeding success) and trace element concentrations., , # Data from: Feather trace element profiles in urban mountain chickadees differ from adjacent rural chickadees

[https://doi.org/10.5061/dryad.m0cfxppf5](https://doi.org/10.5061/dryad.m0cfxppf5)

## Description of the data and file structure

Data from this study include field data on mountain chickadees (*Poecile gambeli*) collected during the 2018, 2019, and 2021 field seasons, including age, sex, morphology, and reproductive data. Feather trace element concentrations are also provided for each individual.

### Files and variables

#### File: Reudink\_et\_al\_Dryad.csv

**Description:**Â 

##### Variables

* Year: year of data collection
* NestID: ID of nest box
* Sex: M (male) or F (female)
* Age: After Second Year (ASY) or Second Year (SY) or n/a when ageing was unreliable
* Area: U (Urban) or R (Rural)
* tarsus.length: tarsus length in mm
* bird.weight: bird mass in g
* julien.first.egg: number of days after Jan 1 that the first egg was laid
* number.of.eggs: number of eggs laid
* n..., ","['Matthew Reudink', 'Ashley Toor', 'Jabed Tomal', 'Jeeva Gill', 'Jasmine Ehlert', 'Ken Otter', 'Madison Oud', 'Abu Harera Nadeem', 'Kingsley Donkor']",Feather trace element profiles in urban mountain chickadees differ from adjacent rural chickadees,"['Poecile gambeli', 'Pollution', 'Contaminants', 'Urbanization', 'Trace elements', 'Heavy metals']",,,,
sha256:6a78d137f3ad3d8e7edc8fb7f2e8008fb011197649ae44e925dcf2d3bea70652,science-on-schema.org/Dataset;ld+json,urn:node:DRYAD,"We documented the first aerial observations of interspecific interactions of fish-eating, northern resident killer whales (Orcinus orca) with two small cetacean species, Dallâs porpoises (Phocoenoides dalli) and Pacific white-sided dolphins (Lagenorhynchus obliquidens), off northeastern Vancouver Island, (British Columbia, Canada). Specifically, we used drone-collected data to compare observations of porpoises and dolphins interacting with northern resident killer whales to understand factors which may promote interspecific interactions. From 2018 to 2021, 42 interactions were opportunistically recorded of Dallâs porpoises (19%), Pacific white-sided dolphins (74%), and both species (7%) approaching groups of travelling, milling, socializing, and resting northern resident killer whales. The mean group size of killer whales during interactions with dolphins (an average of 8 killer whales) and porpoises (an average of 3 killer whales) was significantly different. Porpoises interacted only ..., , # The foe you know: Observations of interspecific interactions between small cetaceans and northern resident killer whales (*Orcinus orca*) in the northeast Pacific

Dataset DOI: [10.5061/dryad.2bvq83c2c](10.5061/dryad.2bvq83c2c)

## Description of the data and file structure

The Foe You Know: Observations of interspecific interactions between small cetaceans and northern resident killer whales (Orcinus orca) in the northeast Pacific

**Authors**

Brittany C. Visona-Kelly and Lance G. Barrett-Lennard

**Purpose**

Supplementary video files to accompany the  publication titled above.

**Usage Restrictions**
The video files are published under the terms of the [CC0 waiver](https://creativecommons.org/publicdomain/zero/1.0/). Please contact the lead author if you have any questions (see contact information below).

**Citation**
Visona-Kelly, B. C., & Barrett-Lennard, L. G. 2025. The Foe You Know: Observations of interspecific interactions between small cetaceans and northern resident kill..., ","['Brittany C. Visona-Kelly', 'Lance G. Barrett-Lennard']",The foe you know: Observations of interspecific interactions between small cetaceans and northern resident killer whales (Orcinus orca) in the northeast Pacific,"['Porpoises', 'Animal behavior', 'Killer whales', 'Dolphins']",,,,
sha256:b1c93c9ae03b72ce75f1c28014fe8d7442b45d553e7a7d8e3ec94517e976a953,science-on-schema.org/Dataset;ld+json,urn:node:PDC,"In 1999, the remains of a young adult aboriginal male was found eroding out of a receding glacier in Tatshenshini-Alsek Park in northern British Columbia. The find, named Kwday Dy Ts'inchi meaning 'long ago person found' in the Southern Tutchone language, was made within the traditional territory of the Champagne and Aishihik First Nations (CAFN). Champagne and Aishihik is a self-governing First Nation, having achieved a comprehensive land claim agreement (modern treaty) with the Governments of Canada and Yukon 1993. Due to the exceptional preservation, finds such as the Kwday Dy Ts'inchi discovery can provide unprecedented insights into ancient life-ways and past environmental conditions. This find also sheds light on past use of landscapes today commonly thought to be inhospitable to people. Since the original discovery the province and the First Nation have jointly managed the discovery and the resulting investigations that have taken place. To date, a range of scientific studies have focused on the human remains and directed towards establishing who, or what people, the long ago person belonged to. Analysis of his mitochrondrial DNA have confirmed his aboriginal identify, while study of his dietary history, as recorded in his bones and hair, indicated that for almost his entire life the young man consumed a marine-based diet, i.e., seafood, or piscivorous fish; this means that for most of his life, he had likely lived on or near coastal Alaska. While much has been learned, the potential of the discovery remains to be realized. To address the information, particularly the traditional knowledge data gaps, a research program focused on linking scientific and community-based studies has been initiated. Current investigations include documentation of traditional knowledge regarding the discovery and the area where he was found, including traditional aboriginal travel routes; reproduction of select artifacts associated with the discovery; comparative analysis of the artifacts; and completion of studies focused on identifying living relatives of the long ago person found.",['International Polar Year'],The Kwday Dn Ts'inchi Discovery: Expanding Our Understanding Through Linked Scientific and Community Studies,"['Natural sciences -> Glaciers', 'Social sciences, economics and policy -> Human remains', 'Social sciences, economics and policy -> Artifacts', 'Social sciences, economics and policy -> Traditional Knowledge', 'Natural sciences -> DNA', 'Social sciences, economics and policy -> Archaeology', 'Geographic locations -> Tatshenshini-Alsek Park']",59.0,62.0,-135.0,-139.0
sha256:24d3abbb663efd693b61cb543bcc72e666c63b0ecfb4b0cda11316f4745daf89,science-on-schema.org/Dataset;ld+json,urn:node:DRYAD,"Marine oxygen minimum zones (OMZs) are widespread and naturally occurring water column features that constitute ~7% of global ocean volume, but contribute disproportionately to biogeochemical cycling of carbon, nitrogen and climate active trace gases such as nitrous oxide and methane. Climate change compounded by other human activities is causing OMZ expansion.  While microbial communities are the primary engines driving biogeochemical cycles in OMZs, our current understanding of microbial community metabolism is hindered by a lack of time-series observations charting responses to changing water column oxygen-deficiency. Saanich Inlet, a seasonally anoxic fjord on the coast of Vancouver Island British Columbia is a model ecosystem for monitoring microbial community structure, function and dynamics in relation to changing levels of water column oxygen-deficiency extensible to coastal and open ocean OMZs. Here, we present nine years of monthly time series observations in Saanich Inlet enc..., Saanich_TimeSeries_ChemicalChemical bottle data collected from Station S3 (-123.505, 48.59166667) in Saanich Inlet, BC, Canada. This data includes unique geographical coordinates for sampling station (Decimal degrees), Numerical identifier of individual cruises (Numeric string), Date of cruise (YY-MM-DD), Sampling depth (Meters), Oxygen concentration calculated from CTD SBE (Micromolar), Phosphate (Bran Luebbe AutoAnalyser - colorimetric) (Micromolar), Silicate (Bran Luebbe AutoAnalyser - colorimetric) (Micromolar), Nitrate (Bran Luebbe AutoAnalyser - colorimetric) (Micromolar), Average Ammonium (fluorometric) (Micromolar), Average Nitrite (colorimetric) (Micromolar), Average Hydrogen sulfide (colorimetric) (Micromolar), Cell counts value quantified by flow cytometry (Number of cells per millilitre (cells/mL)), Average concentration of Nitrogen gas (headspace) (Micromolar), Standard deviation for Nitrogen gas, Average concentration of Oxygen (headspace) (Micromolar), Standard deviation ..., , ","['MÃ³nica Torres-BeltrÃ¡n', 'Alyse K. Hawley', 'David Capelle', 'Elena Zaikova', 'David A. Walsh', 'Andreas Mueller', 'Melanie Scofield', 'Sam Kheirandish', 'Chris Payne', 'Larysa Pakhomova', 'Maya P. Bhatia', 'Olena Shevchuk', 'Esther A. Gies', 'Diane K. Fairley', 'Frank A. Whitney', 'Philippe D. Tortell', 'Steven J. Hallam']",A compendium of geochemical information from the Saanich Inlet water column,"['oceanographic time-series', 'Biogeochemistry', '2008 to 2014', 'climate active trace gases', '2006 to 2014', 'oxygen minimum zones', 'Metagenomics', '1953 to 2007', 'marine microbial ecology', 'environmental genomics']",,,,
sha256:de38bf1b54ecaf586c3c74189602eda4f6c7abf7a9e2205b6c3be2aec060df55,science-on-schema.org/Dataset;ld+json,urn:node:DRYAD,"This dataset describes a symbiosis between the alder bark beetle, Alniphagus aspericollis, and Neonectria bordenii in red alder, Alnus rubra. These data were used to assess tree-killing by the alder bark beetle (i.e., beetle colonization status in relation to red alder condition) and the ability of the alder bark beetle to vector N. bordenii among host red alders (evaluated according to Leachâs postulates). Data were collected from five sites in southwestern British Columbia, Canada., Data for assessing the ability of the alder bark beetle to kill trees were collected from 400 m2 fixed-area plots. Data for evaluating, according to Leachâs postulates, the ability of the alder bark beetle to vector (i.e., carry and transmit) Neonectria bordenii were obtained from emergent beetles and infected phloem tissues in the field and laboratory. Neonectria bordenii was detected via culturing from the exoskeletons of beetles and applying a qPCR assay to individual beetle DNA extractions., , # Data characterizing symbiosis between the alder bark beetle and Neonectria bordenii

[https://doi.org/10.5061/dryad.hqbzkh1s8](https://doi.org/10.5061/dryad.hqbzkh1s8)

## Description of the data and file structure

This study evaluated the hypothesis that the alder bark beetleÂ­â*Neonectria bordenii* association represents a symbiosis similar to mutualisms between tree-killing bark beetles and ophiostomatoid fungi in conifer systems. Data were collected to assess the ability of the alder bark beetle, *Alniphagus aspericollis*, to kill red alder, *Alnus rubra*, trees, and to vector *N. bordenii* among trees (according to Leachâs postulates). Results indicated that the alder bark beetle can kill apparently healthy red alders and revealed a unique symbiosis between the alder bark beetle and a non-ophiostomatoid fungus in a hardwood system.

### Files and variables

#### File: 01_alder_bark_beetle_symbiosis_2024_2021_fixed_area_plots.csv

**Description:**Â Data collected to assess the abil..., ","['Debra Wertman', 'Richard Hamelin', 'Allan Carroll']",Data characterizing symbiosis between the alder bark beetle and Neonectria bordenii,"['Alnus rubra', 'Neonectria bordenii', 'Scolytinae', 'bark beetle', 'Symbiosis', 'Insect vectors', 'symbiont', 'Neonectria', 'Leachâ\x80\x99s postulates', 'fungus', 'symbiote', 'qPCR', 'Alniphagus aspericollis']",,,,
sha256:ba9fb05adb0c098733a30d78f14e5ab47220c76fba8d0780a1fc5bb96b6ded7b,science-on-schema.org/Dataset;ld+json,urn:node:DRYAD,"This dataset describes a symbiosis between the alder bark beetle, Alniphagus aspericollis, and Neonectria bordenii in red alder, Alnus rubra. These data were used to assess tree-killing by the alder bark beetle (i.e., beetle colonization status in relation to red alder condition) and the ability of the alder bark beetle to vector N. bordenii among host red alders (evaluated according to Leachâs postulates). Data were collected from five sites in southwestern British Columbia, Canada., Data for assessing the ability of the alder bark beetle to kill trees were collected from 400 m2 fixed-area plots. Data for evaluating, according to Leachâs postulates, the ability of the alder bark beetle to vector (i.e., carry and transmit) Neonectria bordenii were obtained from emergent beetles and infected phloem tissues in the field and laboratory. Neonectria bordenii was detected via culturing from the exoskeletons of beetles and applying a qPCR assay to individual beetle DNA extractions., , # Data characterizing symbiosis between the alder bark beetle and Neonectria bordenii

[https://doi.org/10.5061/dryad.hqbzkh1s8](https://doi.org/10.5061/dryad.hqbzkh1s8)

## Description of the data and file structure

This study evaluated the hypothesis that the alder bark beetleÂ­â*Neonectria bordenii* association represents a symbiosis similar to mutualisms between tree-killing bark beetles and ophiostomatoid fungi in conifer systems. Data were collected to assess the ability of the alder bark beetle, *Alniphagus aspericollis*, to kill red alder, *Alnus rubra*, trees, and to vector *N. bordenii* among trees (according to Leachâs postulates). Results indicated that the alder bark beetle can kill apparently healthy red alders and revealed a unique symbiosis between the alder bark beetle and a non-ophiostomatoid fungus in a hardwood system.

### Files and variables

#### File: 01\_alder\_bark\_beetle\_symbiosis\_2024\_2021\_fixed\_area\_plots.csv

**Description:**Â Data collected to assess..., ","['Debra Wertman', 'Richard Hamelin', 'Allan Carroll']",Data characterizing symbiosis between the alder bark beetle and Neonectria bordenii,"['Alnus rubra', 'Neonectria bordenii', 'Scolytinae', 'bark beetle', 'Symbiosis', 'Insect vectors', 'symbiont', 'Neonectria', 'Leachâ\x80\x99s postulates', 'fungus', 'symbiote', 'qPCR', 'Alniphagus aspericollis']",,,,
sha256:321855314bfca525715ff747aacb75bfb144b99c014365f64d4e5f3ec38e32f3,science-on-schema.org/Dataset;ld+json,urn:node:BOREALIS,"Land management practices increasingly depend on detailed forest structure information, including canopy height, necessitating the adoption of advanced remote sensing methodologies. This research contributes to meeting this demand by leveraging polarimetric synthetic aperture radar (PolSAR) data, integrated with multispectral imagery, to model forest canopy height in the Pacific Maritime and the Montane Cordillera ecozones of British Columbia. PolSAR technology employs microwave wavelengths of vertical and/or horizontal orientations to map the Earth’s surface. SAR systems stand out in their global coverage, cost-effectiveness, and are uniquely capable of providing reliable observations under any weather condition. A distinctive aspect of the research is the comparative analysis of PolSAR data behavior across different ecosystem-specific characteristics. The approach takes an exploratory analysis of polarimetric parameter extraction from PolSAR data— a method not commonly outlined in literature for canopy height predictions using C-band wavelengths. This exploratory technique was adopted due to the challenges presented by the reduced canopy penetration of C-band data. The results of the study indicate notable accuracy in canopy height predictions, achieving a coefficient of determination (R2) of 0.79 and a root mean square error (RMSE) of 3.57 meters for the Pacific Maritime ecozone study site. For the Montane Cordillera ecozone study site, an R2 of 0.66 and an RMSE of 2.83 meters were achieved. These findings highlight the promise of integrating C-band PolSAR with multispectral data for developing accurate forest structure models. These results challenge the conventional reliance on light detecting and ranging (LiDAR) technology exclusively, enhancing accessibility and facilitating broader-scale applications.","['Lavigne, Kianna']",Comparing the Accuracy of Polarimetric Synthetic Aperture Radar (PolSAR) Canopy Height Models for Forests in the Pacific Maritime and Montane Cordillera Ecozones,"['Earth and Environmental Sciences', 'Polarimetric Synthetic Aperture Radar', 'Canopy Height Modeling', 'Random Forest', 'Remote Sensing', 'Machine Learning', 'C-band SAR', 'Multispectral Data Integration']",,,,
sha256:922b7bff2a48d1cb9843d69585cd4331413a59e281e26de9efe5d5a7ea743e96,science-on-schema.org/Dataset;ld+json,urn:node:BOREALIS,"Seagrass meadows play a vital role in the protection of coastlines and support productive habitats for marine life, unfortunately, seagrasses are experiencing declines due to climate change and human activities. Gathering accurate data on their spatial extent is essential for coastal management, yet traditional field methods are costly and impractical over large areas. Remotely piloted aircraft systems (RPAS) offer a flexible and cost-effective alternative for collecting imagery, though a standardized method for detecting seagrass meadows in British Columbia (BC) has yet to be established. Coastal dynamics associated with seagrass habitat such as tidal conditions and growing season limits the extent to which seagrass can be accurately detected. In this study, I test a methodology for seagrass detection and evaluate how detection accuracy is impacted by tidal conditions, growing season, and the incorporation of multispectral sensors. Specifically, I compare classifications of two eelgrass (Zostera marina) sites in the Gulf Islands (Sidney and Moresby) in southwestern BC. I employed a Random Forest Classifier and compared the incorporation of near-infrared and red-edge wavelengths to traditional red-green-blue (RGB) imagery to explore potential improvements in eelgrass detection. This achieved overall accuracies up to 95%. RGB images captured at low and high tide in July and August performed better than images captured in June and at medium tide. Imagery captured at medium tide exhibited the most variability in accuracy. The addition of multispectral imagery did not significantly improve eelgrass detection for these two sites and should be further tested over a greater sample size. The results of this analysis intend to contribute to the development of a provincial seagrass mapping methodology, supporting eelgrass monitoring and conservation in BC.","['Taylor, Gwynifyre']",Optimizing Seagrass Mapping with Remotely Piloted Aircraft Systems and Machine Learning,"['marine conservation', 'seagrass', 'intertidal', 'Remotely Piloted Aircraft Systems', 'remote sensing', 'marine mapping', 'Earth and Environmental Sciences']",,,,
sha256:e17f7a654fdeb822871f7bf4df1dc6302ab57284d9f432a8d904bb5881ec6350,science-on-schema.org/Dataset;ld+json,urn:node:BOREALIS,"Land management practices increasingly depend on detailed forest structure information, including canopy height, necessitating the adoption of advanced remote sensing methodologies. This research contributes to meeting this demand by leveraging polarimetric synthetic aperture radar (PolSAR) data, integrated with multispectral imagery, to model forest canopy height in the Pacific Maritime and the Montane Cordillera ecozones of British Columbia. PolSAR technology employs microwave wavelengths of vertical and/or horizontal orientations to map the Earth’s surface. SAR systems stand out in their global coverage, cost-effectiveness, and are uniquely capable of providing reliable observations under any weather condition. A distinctive aspect of the research is the comparative analysis of PolSAR data behavior across different ecosystem-specific characteristics. The approach takes an exploratory analysis of polarimetric parameter extraction from PolSAR data— a method not commonly outlined in literature for canopy height predictions using C-band wavelengths. This exploratory technique was adopted due to the challenges presented by the reduced canopy penetration of C-band data. The results of the study indicate notable accuracy in canopy height predictions, achieving a coefficient of determination (R2) of 0.79 and a root mean square error (RMSE) of 3.57 meters for the Pacific Maritime ecozone study site. For the Montane Cordillera ecozone study site, an R2 of 0.66 and an RMSE of 2.83 meters were achieved. These findings highlight the promise of integrating C-band PolSAR with multispectral data for developing accurate forest structure models. These results challenge the conventional reliance on light detecting and ranging (LiDAR) technology exclusively, enhancing accessibility and facilitating broader-scale applications.","['Lavigne, Kianna']",Comparing the Accuracy of Polarimetric Synthetic Aperture Radar (PolSAR) Canopy Height Models for Forests in the Pacific Maritime and Montane Cordillera Ecozones,"['Earth and Environmental Sciences', 'Polarimetric Synthetic Aperture Radar', 'Canopy Height Modeling', 'Random Forest', 'Remote Sensing', 'Machine Learning', 'C-band SAR', 'Multispectral Data Integration']",,,,
sha256:b0b2c48df114fe4bfe3a90b5d3725ac85e65293a8bc88528b4ae2b7d09d5e401,science-on-schema.org/Dataset;ld+json,urn:node:BOREALIS,"Seagrass meadows play a vital role in the protection of coastlines and support productive habitats for marine life, unfortunately, seagrasses are experiencing declines due to climate change and human activities. Gathering accurate data on their spatial extent is essential for coastal management, yet traditional field methods are costly and impractical over large areas. Remotely piloted aircraft systems (RPAS) offer a flexible and cost-effective alternative for collecting imagery, though a standardized method for detecting seagrass meadows in British Columbia (BC) has yet to be established. Coastal dynamics associated with seagrass habitat such as tidal conditions and growing season limits the extent to which seagrass can be accurately detected. In this study, I test a methodology for seagrass detection and evaluate how detection accuracy is impacted by tidal conditions, growing season, and the incorporation of multispectral sensors. Specifically, I compare classifications of two eelgrass (Zostera marina) sites in the Gulf Islands (Sidney and Moresby) in southwestern BC. I employed a Random Forest Classifier and compared the incorporation of near-infrared and red-edge wavelengths to traditional red-green-blue (RGB) imagery to explore potential improvements in eelgrass detection. This achieved overall accuracies up to 95%. RGB images captured at low and high tide in July and August performed better than images captured in June and at medium tide. Imagery captured at medium tide exhibited the most variability in accuracy. The addition of multispectral imagery did not significantly improve eelgrass detection for these two sites and should be further tested over a greater sample size. The results of this analysis intend to contribute to the development of a provincial seagrass mapping methodology, supporting eelgrass monitoring and conservation in BC.","['Taylor, Gwynifyre']",Optimizing Seagrass Mapping with Remotely Piloted Aircraft Systems and Machine Learning,"['marine conservation', 'intertidal', 'seagrass', 'Remotely Piloted Aircraft Systems', 'remote sensing', 'marine mapping', 'Earth and Environmental Sciences']",,,,
sha256:d1fcd68d5f9bf2bd497d765e6e00df6479a48b105b18840910970755588c5829,science-on-schema.org/Dataset;ld+json,urn:node:BOREALIS,"AbstractFemale Pacific salmon often experience higher mortality than males during their once-in-a-lifetime up-river spawning migration, particularly when exposed to secondary stressors (e.g. high temperatures). However, the underlying mechanisms remain unknown. One hypothesis is that female Pacific salmon hearts are more oxygen-limited than males and are less able to supply oxygen to the body’s tissues during this demanding migration. Notably, female hearts have higher coronary blood flow, which could indicate a greater reliance on this oxygen source. Oxygen limitations can develop from naturally occurring coronary blockages (i.e., coronary arteriosclerosis) found in mature salmon hearts. If female hearts rely more heavily on coronary blood flow but experience similar arteriosclerosis levels as males, they will have disproportionately impaired aerobic performance. To test this hypothesis, we measured resting (RMR) and maximum metabolic rate (MMR), aerobic scope (AS) and acute upper thermal tolerance in coho salmon (Oncorhynchus kisutch) with an intact or artificially blocked coronary oxygen supply. We also assessed venous blood oxygen and chemistry (cortisol, ions, and metabolite concentrations) at different time intervals during recovery from exhaustive exercise. We found that coronary blockage impaired MMR, AS, and the partial pressure of oxygen in venous blood (PvO2) during exercise recovery but did not differ between sexes. Coronary ligation lowered acute upper thermal tolerance by 1.1°C. Though we did not find evidence of enhanced female reliance on coronary supply, our findings highlight the importance of coronary blood supply for mature wild salmon, where migration success may be linked to cardiac performance, particularly during warm water conditions.
MethodsAdult coho salmon (Oncorhynchus kisutch) were collected at Chilliwack Hatchery, British Columbia, Canada and fish were held at Cultus Lake Laboratory for experiments. See publication for methodology details. ","['Van Wert, Jacey', 'Ekström, Andreas', 'Gilbert, Matthew', 'Hendriks, Brian', 'Cooke, Steven', 'Patterson, David', 'Hinch, Scott', 'Eliason, Erika']",Coronary Circulation Enhances the Aerobic Performance of Wild Pacific Salmon,"['metabolic rate', 'heat tolerance', 'aerobic scope', 'Other', 'coho salmon', 'cardiorespiratory performance']",,,,
sha256:85ec4feaf754c79ed426c0d699495306212e4a4dce9a34f4100e1fca7fc45205,science-on-schema.org/Dataset;ld+json,urn:node:DRYAD,"AquilegiaÂ xÂ minianaÂ (J.F.Macbr. &amp; Payson) Cronk, hybr. &amp; stat. nov. is the correct name for the hybridÂ Aquilegia flavescensÂ S.Watson xÂ A. formosaÂ Fisch. ex DC. var.Â formosa. In 1916, Payson and Macbride, while exploring the mountains of Idaho, found populations of AquilegiaÂ that were pink in flower colour and appeared intermediate between the yellow-floweredÂ A. flavescensÂ and red-floweredÂ A. formosa. They named these plantsÂ A. flavescensÂ var.Â minianaÂ J.F.Macbr. &amp; Payson. There has been uncertainty over whether their type collections (in GH, RM, MO, US, E, CM, CAS, NY) do indeed represent hybrids or pink-flowered morphs ofÂ A. flavescens. Using a Wells diagram, the holotype (in the Gray Herbarium of Harvard University) is shown to be intermediate, allowing its identification as a clear hybrid. However, some of the isotype material is indistinguishable fromÂ A. flavescens. The holotype matches material from British Columbia that has been determined as being of hybrid origin usin..., A full description of the collection of the dataset is given in previous publications.Â The morphometric data is taken from herbarium specimens and is previously generated and described by Groh et al. (2019) and Groh and Cronk (2020)
References
Ref: Groh JS, Percy DM, BjÃ¶rk CR, Cronk QC (2019) On the origin of orphan hybrids between Aquilegia formosa and Aquilegia flavescens. AoB Plants 11(1): ply071.Â 
Groh JS, Cronk QCB (2020) Mosaic hybrid zone structure in two species of columbine (Aquilegia). Botany 98 (8): 459â467 doi: 10.1139/cjb-2020-001
---
Analysis: the LDA analysis was conducted in PAST
The Wells diagram was made using Excel (Microsoft Excel for Mac, version 16.63.1), , ",['Quentin Cronk'],Supporting information for: The correct name for an Aquilegia (Ranunculaceae) hybrid of the parentage Aquilegia flavescens Ã A. formosa,"['Aquilegia', 'Hybridization', 'Introgression']",,,,
sha256:5c495b65775b96321e772b3092e7dc14ba9c2332cb042172290a7073c8d81905,science-on-schema.org/Dataset;ld+json,urn:node:DRYAD,"Wildfires and bark beetles have historically interacted to create complex and resilient forests. However, recent record-breaking wildfires in western North America raise concerns that the large areas of injured and dead trees could facilitate increases in insect populations that respond to resource pulses. Populations of Douglas-fir beetle (Dendroctonus pseudotsugae), the primary mortality agent of Douglas-fir (Pseudotsugae menziesii) often irrupt following fires due to the resultant ephemeral pulses of defensively compromised hosts. Other subcortical phloeophagous insects are also attracted to fire (e.g., woodboring Coleoptera: Buprestidae, Cerambycidae), and similarly colonize damaged trees. Although Douglas-fir beetle and woodboring beetle species are known to colonize the phloem of injured trees, the potential for interactions among them following fire is relatively unknown. Rapid colonization by woodborers of the bark beetle niche following fires could constrain bark beetle populat..., , , # Context-dependent disturbance synergies: Subcortical competitors may constrain bark beetle irruption following wildfires

[https://doi.org/10.5061/dryad.dv41ns262](https://doi.org/10.5061/dryad.dv41ns262)

## Description of the data and file structure

These data were derived from field sampling conducted in the interior Douglas-fir forests of British Columbia by Mitchell et al., in 2019. Additional data (not shared here) was derived from the same field season and published in Kitchens* et al., 2022 ([https://doi.org/10.1016/j.foreco.2022.120203](https://doi.org/10.1016/j.foreco.2022.120203 \""Persistent link using digital object identifier\"")).Â 

\**Note: Kate Mitchell has previously published under her maiden name Kitchens, but this is the same researcher across both studies*Â 

Four files have been provided and attached.Â 

Three excel .csv files containing raw field data are named as follows, and apply to the relevant models/hypotheses which were tested in the manuscript:Â 

**Tree Leve..., ","['Katherine Mitchell', 'Lori Daniels', 'Allan Carroll']",Context-dependent disturbance synergies: Subcortical competitors may constrain bark beetle irruption following wildfires,"['Disturbance interactions', 'Scolytinae', 'wildfire', 'interspecific competition', 'Douglas-fir beetle', 'Disturbance ecology', 'bark beetle ecology', 'population irruptions', 'Buprestidae', 'Cerambycidae']",,,,
