id,formatId,datasource,abstract,origin,title,keywords,northBoundCoord,southBoundCoord,eastBoundCoord,westBoundCoord
sha256:de0d1b65d50ff18b189240e82d75b95db739e655c3889cd0e1fdd93781bd5131,science-on-schema.org/Dataset;ld+json,urn:node:BOREALIS,"AbstractDifferences in seasonal migratory behaviours are thought to be an important component of reproductive isolation in many organisms. Stable isotopes have been used with success in estimating the location and qualities of disjunct breeding and wintering areas. However, few studies have used isotopic data to estimate the movements of hybrid offspring in species that form hybrid zones. Here, we use stable hydrogen to estimate the wintering locations and migratory patterns of two common and widespread migratory birds, Audubon's (Setophaga auduboni) and myrtle (S. coronata) warblers, as well as their hybrids. These two species form a narrow hybrid zone with extensive interbreeding in the Rocky Mountains of British Columbia and Alberta, Canada, which has been studied for over four decades. Isotopes in feathers grown on the wintering grounds or early on migration reveal three important patterns: (1) Audubon's and myrtle warblers from allopatric breeding populations winter in isotopically different environments, consistent with band recovery data and suggesting that there is a narrow migratory transition between the two species, (2) most hybrids appear to overwinter in the south-eastern USA, similar to where myrtle warblers are known to winter, and (3) some hybrid individuals, particularly those along the western edge of the hybrid zone, show Audubon's-like isotopic patterns. These data suggest there is a migratory divide between these two species, but that it is not directly coincident with the centre of the hybrid zone in the breeding range. We interpret these findings and discuss them within the context of previous research on hybrid zones, speciation and migratory divides.","['Toews, David P. L.', 'Brelsford, Alan', 'Irwin, Darren E.']",Data from: Isotopic variation ccross the Audubon’s-myrtle warbler hybrid zone,"['Setophaga coronata', 'Other', 'isotopes', 'Hybrid zones', 'migratory divide', 'Setophaga auduboni', 'Migration']",,,,
sha256:2d567d1a5b4c034e4748a1a2e714a1a04f0d2bccc4b35eba53d9ed6d9e77daae,science-on-schema.org/Dataset;ld+json,urn:node:BOREALIS,"AbstractBehavioral decisions during periods of vulnerability to predation risk, such as migrations during the juvenile life-history stage, may strongly affect the probability of survival. Habitats through which animals migrate are heterogeneous, and risk-reducing behaviors may be more important in some habitats than others. Using biotelemetry data, diurnal and seasonal riverine migration patterns of >3800 juvenile salmon across four species, 12 watersheds, and five years were quantified to evaluate possible effects of migration timing on survival from lower river reaches to coastal waters. In small, clear rivers most salmon avoided migrating during daylight hours, and average survival of fish migrating at night (55%; 95% confidence limits 50–61%) was twice that of fish migrating in daylight (24%; CL 17-31%). Conversely, in the large, heavily silted Fraser River neither preference for nocturnal travel nor effects of diurnal timing on survival were observed. Early ocean survival was also influenced by the timing of ocean entry, but in opposite directions for fish from the Fraser River and smaller rivers. In the Fraser River, average survival for later migrants (69%; CL 60–77%) was nearly twice that of earlier migrants (38%; CL 33–44%), likely related to seasonal increases in river flow. In contrast, in smaller rivers, average survival for earlier migrants (70%; CL 65–74%) was 3-fold greater than survival for later migrants (19%; 95% CL 14–25%). Together these results demonstrate that timing decisions affecting survival of juvenile salmon during their migration are likely mediated by landscape characteristics that plausibly influence the risk of predation., Usage notesInput data for Melnychuk and Welch - Behavioral EcologyContains data describing the date and light level during detection of tagged salmon smolts in British Columbia Rivers, and metadata for individual tagged fish. Detection data are from acoustic transmitters surgically implanted into migrating smolts, and detected on submerged hydrophones with data loggers. csv file is saved with Microsoft Excel 2016. Variables are defined in manuscript.Melnychuk_Welch_input_data.csv","['Melnychuk, Michael C.', 'Welch, David W.']",Data from: Habitat-mediated effects of diurnal and seasonal migration strategies on juvenile salmon survival,"['Oncorhynchus nerka', 'Oncorhynchus mykiss', 'Other', 'diel patterns', 'visual predators', 'Oncorhynchus tshawytscha', 'animal migration', 'illuminance', 'mortality', 'Oncorhynchus', 'Oncorhynchus kisutch']",,,,
sha256:8947e42e054edc92694f672e7ca93e36aac71a30019588dbba0b29846f38ed83,science-on-schema.org/Dataset;ld+json,urn:node:BOREALIS,"AbstractHybrid zones contain extensive standing genetic variation that facilitates rapid responses to selection. The Picea glauca x P. engelmannii hybrid zone in western Canada is the focus of tree breeding programs that annually produce ~90 million reforestation seedlings. Understanding the direct and indirect effects of selective breeding on adaptive variation is necessary to implement assisted gene flow polices in Alberta and British Columbia that match these seedlings with future climates. We decomposed relationships among hybrid ancestry, adaptive traits and climate to understand the implications of selective breeding for climate adaptations and assisted gene flow strategies. The effects of selection on associations among hybrid index estimated from ~6500 SNPs, adaptive traits, and provenance climates were assessed for ~2400 common garden seedlings. Hybrid index differences between natural and selected seedlings within breeding zones were small in Alberta (average +2%), but larger and more variable in BC (average -7 %, range -24% to +1%), slightly favoring P. glauca ancestry. The average height growth gain of selected seedlings over natural seedlings within breeding zones was 36% (range 12% to 86%). Clines in growth with temperature-related variables were strong, but differed little between selected and natural populations. Seedling hybrid index and growth trait associations with evapotranspiration-related climate variables were stronger in selected than in natural seedlings, indicating possible pre-adaptation to drier future climates. Associations among cold hardiness, hybrid ancestry and cold-related climate variables dominated signals of local adaptation that were preserved in breeding populations. Strong hybrid ancestry-phenotype-climate associations suggest that assisted gene flow will be necessary to match interior spruce breeding populations with shifting future climates. The absence of antagonistic selection responses among traits and maintenance of cold adaptation in selected seedlings suggests breeding populations can be safely redeployed using assisted gene flow prescriptions similar to those of natural populations.","['MacLachlan, Ian R.', 'Yeaman, Sam', 'Aitken, Sally N.']",Data from: Growth gains from selective breeding in a spruce hybrid zone do not compromise local adaptation to climate,"['Picea glauca', 'tree improvement', 'assisted gene flow', 'Artificial selection', 'Picea engelmannii', 'Picea sitchensis', 'Other']",,,,
sha256:18bb17c16088072bc2b1fed713e0591cbf914522e610c64fbf8c805ba4fc2cea,science-on-schema.org/Dataset;ld+json,urn:node:BOREALIS,"AbstractDelineation of units below the species level is critical for prioritizing conservation actions for species at-risk. Genetic studies play an important role in characterizing patterns of population connectivity and diversity to inform the designation of conservation units, especially for populations that are geographically isolated. The northernmost range margin of Western Rattlesnakes (Crotalus oreganus) occurs in British Columbia, Canada, where it is federally classified as threatened and restricted to five geographic regions. In these areas, Western Rattlesnakes hibernate (den) communally, raising questions about connectivity within and between den complexes. At present, Western Rattlesnake conservation efforts are hindered by a complete lack of information on genetic structure and degree of isolation at multiple scales, from the den to the regional level. To fill this knowledge gap, we used Genotyping-in-Thousands by sequencing (GT-seq) to genotype an optimized panel of 362 single nucleotide polymorphisms (SNPs) from individual samples (n = 461) collected across the snake’s distribution in western Canada and neighboring Washington (USA). Hierarchical STRUCTURE analyses found evidence for population structure within and among the five geographic regions in BC, as well as in Washington. Within these regions, 11 genetically distinct complexes of dens were identified, with some regions having multiple complexes. No significant pattern of isolation-by-distance and generally low levels of migration were detected among den complexes across regions. Additionally, snakes within dens generally were more related than those among den complexes within a region, indicating limited movement. Overall, our results suggest that the single, recognized designatable unit for Western Rattlesnakes in Canada should be re-assessed to proactively focus conservation efforts on preserving total genetic variation detected range wide. More broadly, our study demonstrates a novel application of GT-seq for investigating patterns of diversity in wild populations at multiple scales to better inform conservation management.","['Schmidt, Danielle', 'Govindarajulu, Purnima', 'Larsen, Karl', 'Russello, Michael']",Data from: Genotyping-in-Thousands by sequencing reveals marked population structure in Western Rattlesnakes to inform conservation status,"['reptile', 'molecular ecology', 'targeted amplicon sequencing', 'Other', 'genotyping by sequencing (GBS)', 'Crotalus oreganus', 'designatable unit']",,,,
sha256:b4ba10bd951c2b1352d8ed1b08a1ed78509d4d8806272f4e888c0f5a372fb76b,science-on-schema.org/Dataset;ld+json,urn:node:BOREALIS,"AbstractBackground Genomic selection (GS) can offer unprecedented gains, in terms of cost efficiency and generation turnover, to forest tree selective breeding; especially for late expressing and low heritability traits. Here, we used: 1) exome capture as a genotyping platform for 1372 Douglas-fir trees representing 37 full-sib families growing on three sites in British Columbia, Canada and 2) height growth and wood density (EBVs), and deregressed estimated breeding values (DEBVs) as phenotypes. Representing models with (EBVs) and without (DEBVs) pedigree structure. Ridge regression best linear unbiased predictor (RR-BLUP) and generalized ridge regression (GRR) were used to assess their predictive accuracies over space (within site, cross-sites, multi-site, and multi-site to single site) and time (age-age/ trait-trait). Results The RR-BLUP and GRR models produced similar predictive accuracies across the studied traits. Within-site GS prediction accuracies with models trained on EBVs were high (RR-BLUP: 0.79–0.91 and GRR: 0.80–0.91), and were generally similar to the multi-site (RR-BLUP: 0.83–0.91, GRR: 0.83–0.91) and multi-site to single-site predictive accuracies (RR-BLUP: 0.79–0.92, GRR: 0.79–0.92). Cross-site predictions were surprisingly high, with predictive accuracies within a similar range (RR-BLUP: 0.79–0.92, GRR: 0.78–0.91). Height at 12 years was deemed the earliest acceptable age at which accurate predictions can be made concerning future height (age-age) and wood density (trait-trait). Using DEBVs reduced the accuracies of all cross-validation procedures dramatically, indicating that the models were tracking pedigree (family means), rather than marker-QTL LD. Conclusions While GS models’ prediction accuracies were high, the main driving force was the pedigree tracking rather than LD. It is likely that many more markers are needed to increase the chance of capturing the LD between causal genes and markers.","['Thistlethwaite, Frances R.', 'Ratcliffe, Blaise', 'Klápště, Jaroslav', 'Porth, Ilga', 'Chen, Charles', 'Stoehr, Michael U.', 'El-Kassaby, Yousry A.']",Data from: Genomic prediction accuracies in space and time for height and wood density of Douglas-fir using exome capture as the genotyping platform,"['Predictive model', 'Full-sib families', 'Other', 'Exome Capture', 'Genomic selection', 'Pseudotsuga menziesii Mirb. (Franco)', 'Douglas-fir']",,,,
sha256:35db75c5a6c45f4820daca913cab48cf79993ed75dc3c284c992523ee9ee6622,science-on-schema.org/Dataset;ld+json,urn:node:BOREALIS,"AbstractObjectives: Many patients with asthma spend time and resources consuming complementary and alternative medicines (CAMs). This study explores whether CAM utilization is associated with asthma control and the intake of asthma controller medications. Design: Population-based, prospective cross-sectional study Setting: general population residing in two census areas in the province of British Columbia, Canada. Recruitment was based on random-digit dialing of both landlines and cell phones. Participants: 486 patients with self-reported physician-diagnosis of asthma (mean age 52 years; 67.3% female). Primary and secondary outcome measures: We assessed CAM use over the previous 12 months, level of asthma control as defined by the Global Initiative for Asthma (GINA), and the self-reported intake of controller medications. Multivariate logistic regression was performed to study the relationship between any usage of CAMs (outcome), asthma control and controller medication usage, adjusted for potential confounders. Results: A total of 179 (36.8%) of the sample reported CAM usage in the past 12 months. Breathing exercises (17.7%), herbal medicines (10.1%), and vitamins (9.7%) were the most popular CAMs reported. After adjustment, female sex (OR: 1.66; 95% CI: 1.09-2.52) and uncontrolled asthma( vs. controlled asthma, OR: 2.25, 95% CI: 1.30-3.89) were associated with a higher likelihood of using any CAMs in the past 12 months. Controller medication use was not associated with CAM usage in general and in the subgroups defined by asthma control. Conclusion: Clinicians and policy makers need to be aware of the high prevalence of CAM use in patients with asthma and its association with lack of asthma control.","['Chen, Wenjia', 'FitzGerald, J. Mark', 'Rousseau, Roxanne', 'Lynd, Larry D.', 'Tan, Wan C.', 'Sadatsafavi, Mohsen']",Data from: Complementary and alternative asthma treatments and their association with asthma control: a population-based study,"['complementary medicine', 'THORACIC MEDICINE', 'Other', 'asthma']",,,,
sha256:f3f608542b89b18c73c4746bd068e6e29dea48ca9317bf89b4dd91de313c304a,science-on-schema.org/Dataset;ld+json,urn:node:BOREALIS,"AbstractMany conifers have distributions that span wide ranges in both biotic and abiotic conditions, but the basis of response to biotic stress has received much less attention than response to abiotic stress. In this study, we investigated the gene expression response of lodgepole pine (Pinus contorta) to attack by the fungal pathogen Dothistroma septosporum, which causes Dothistroma needle blight (DNB), a disease that has caused severe climate-related outbreaks in northwestern British Columbia. We inoculated tolerant and susceptible pines with two D. septosporum isolates and analyzed the differentially expressed genes, differential exon usage, and co-expressed gene modules using RNA-seq data. We found a rapid and strong transcriptomic response in tolerant lodgepole pine samples inoculated with one D. septosporum isolate, and a late and weak response in susceptible samples inoculated with another isolate. We mapped 43 of the DEG- or gene-module-identified genes to the reference plant-pathogen interaction pathway deposited in KEGG database. These genes are present in PAMP-triggered and effector-triggered immunity pathways, including genes encoding mitogen-activated protein kinase and disease resistance protein. Genes comprising pathways and gene modules had signatures of strong selective constraint, while the highly expressed genes in tolerant samples appear to have been favored by selection to counterattack the pathogen. We identified candidate resistance genes that may respond to D. septosporum effectors. Taken together, our results show that gene expression response to D. septosporum infection in lodgepole pine varies both among tree genotypes and pathogen strains, and involves both known candidate genes and a number of genes with previously unknown functions.","['Lu, Mengmeng', 'Feau, Nicolas', 'Obreht Vidakovic, Dragana', 'Ukrainetz, Nicholas', 'Wong, Barbara', 'Aitken, Sally', 'Hamelin, Richard', 'Yeaman, Sam']",Comparative gene expression analysis reveals mechanism of Pinus contorta response to the fungal pathogen Dothistroma septosporum,"['transcriptome', 'Other', 'gymnosperm']",,,,
sha256:c66591141ed149e494e8f8cb592622fca885c7c061857ef7f048cd9119ea4814,science-on-schema.org/Dataset;ld+json,urn:node:OBIS,"This dataset includes all digitized algae in the UBC collection, encompassing approximately 80% of the collection. During the course of Robert Scagel’s academic career (1952-1986) and assisted by graduate students and postdoctoral fellows carrying out research on benthic marine algae, Scagel oversaw the expansion of the Phycological Herbarium to its present size of over 67,000 specimens.",['University of British Columbia'],University of British Columbia Herbarium (UBC) - Algae Collection,"['Observation', 'Occurrence']",,,,
sha256:d792019c444f745cbd96076744deefbd16fe8398017b94ff1a75cd49e3b7cec3,science-on-schema.org/Dataset;ld+json,urn:node:PANGAEA,"From 1983 until 1989 NOAA-NCEI compiled the NOAA-MMS Marine Minerals Geochemical Database from journal articles, technical reports and unpublished sources from other institutions. At the time it was the most extended data compilation on ferromanganese deposits world wide. Initially published in a proprietary format incompatible with present day standards it was jointly decided by AWI and NOAA to transcribe this legacy data into PANGAEA. This transfer is augmented by a careful checking of the original sources when available and the encoding of ancillary information (sample description, method of analysis...) not present in the NOAA-MMS database.","['E V Grill', 'John W Murray', 'Richard Drummond MacDonald']","Description of ferromanganese concretions from the Jervis Inlet, British Columbia",,50.10333,50.10333,-123.79333,-123.79333
sha256:5349971e06225b83308a0d83619235d6eadf59864eda6f2c898ac7f25c90ac51,science-on-schema.org/Dataset;ld+json,urn:node:OBIS,"The Seagrass Site-Level Production dataset is a component of Hakai Institute’s Nearshore research and monitoring program, designed to determine the drivers of change in seagrass ecosystems. The overarching objective of Hakai Nearshore research is to investigate the role of habitats and their associated communities, in the face of stress and disturbances from global climate change and local coastal perturbations.

This data package contains seagrass (Zostera marina) primary production observations collected from May 2015 to Feb 2019, at long-term seagrass meadow monitoring sites on British Columbia’s Central Coast. SCUBA divers collected data from 9 sites annually and 1-3 sites seasonally along permanent 30m transects. Primary productivity data was collected during two concurrent, but separate surveys (i.e., different parameters, methodologies, and sample designs). The data files included in this data package are: 1) ‘Habitat’ surveys, focused on landscape-level habitat variables (e.g., substrate type, subdominant vegetation, adjacent habitat types, seagrass patchiness), and 2) ‘Density’ surveys measuring seagrass specific variables at a finer scale (e.g., seagrass shoot density, and canopy height). Data included here are a subset of the Hakai Institute’s seagrass monitoring dataset.","['Fisheries and Oceans Canada – Bedford Institute of Oceanography', 'Hakai Institute']",Seagrass density surveys on the Central Coast of British Columbia,"['nearshore habitat', 'seagrass', 'monitoring', 'Zostera marina', 'Occurrence', 'LTER', 'biophysical surveys', 'eelgrass']",52.06205,51.64475,-127.86572,-128.46747
sha256:cb34bb8c8e6384c05f4de2dba4751864df5996e604571a48f3bac51e095ee8b0,science-on-schema.org/Dataset;ld+json,urn:node:OBIS,"Fisheries and Oceans Canada’s (DFO’s) Conditions of Licence for finfish aquaculture include requirements to minimize harm to wild fish that swim into facilities. Facility operators must also maintain an incidental catch log, which is a record of wild fish caught at the facility during harvest and transfer events. This information is submitted to DFO and public reports are posted quarterly. The tables provided list the reported incidental catch of dead wild finfish and the year and month in which they were captured from B.C. marine finfish facilities during harvest and transfer events.
Data are reported in the quarter in which the harvest activities ended and will not exist for farms that do not have fish on site or where no incidentally caught fish were recorded.
Historical data are available from 2011 to the present. Explanation of the terms used in the report’s column headings can be found in the terminology file: https://open.canada.ca/data/en/dataset/0bf04c4e-d2b0-4188-9053-08dc4a7a2b03",['Fisheries and Oceans Canada'],Incidental catch at British Columbia marine finfish aquaculture sites,"['emof', 'Fisheries and Oceans Canada; Pacific Region; Aquaculture; fish farming; salmon farming; incidental catch; wild fish; British Columbia; BC', 'events', 'occurrences']",52.80048,49.11916,-123.65836,-128.57494
sha256:194aa6492a66198e10b76281523b3d53f92b1e70c5126d876dca8942873c1686,science-on-schema.org/Dataset;ld+json,urn:node:OBIS,"Mortality at salmon aquaculture facilities is closely monitored. If the amount of dead fish at a farm exceeds thresholds outlined in conditions of licence, a mortality event is said to have occurred and must be reported to DFO within 24 hours of discovery. Facility managers and veterinarian(s) must determine the probable cause of the event and develop a plan to mitigate ongoing harm to the farmed fish and reduce any risk to wild fish. Companies must continue to update Fisheries and Oceans Canada (DFO) every 10 days for the duration of the mortality event, including daily mortality counts, mitigation applied, determination of the cause(s) of the event and any updated plan.
This report provides a summary of mortality events reported by aquaculture companies to Fisheries and Oceans Canada.
Historical data are available from 2011 to the present. Explanation of the terms used in the report’s column headings can be found in the terminology file https://open.canada.ca/data/en/dataset/7fbb2662-391a-4df7-99b4-3343fa68fc93",['Fisheries and Oceans Canada'],Mortality events at British Columbia finfish aquaculture sites,['events; occurrences; emof; Fisheries and Oceans Canada; Pacific Region; Aquaculture; fish farming; salmon farming; mortality; British Columbia; BC'],52.80048,49.21433,-123.78337,-128.57494
sha256:5af9fa9fe9574eaf34ae3ce0fde3256d8febb53c924e0873911e0c6e59127c70,science-on-schema.org/Dataset;ld+json,urn:node:OBIS,"This dataset includes all digitized algae in the UBC collection, encompassing approximately 80% of the collection. During the course of Robert Scagel’s academic career (1952-1986) and assisted by graduate students and postdoctoral fellows carrying out research on benthic marine algae, Scagel oversaw the expansion of the Phycological Herbarium to its present size of over 67,000 specimens.",['University of British Columbia'],University of British Columbia Herbarium (UBC) - Algae Collection,"['Observation', 'Occurrence']",,,,
{AD9A04F2-60FB-4AB0-B047-83B082E97F9C},http://www.isotc211.org/2005/gmd-noaa,urn:node:NCEI,"NCEI Accession 0157317 includes Surface underway, chemical, meteorological and physical data collected from NATHANIEL B. PALMER in the Coastal Waters of Southeast Alaska and British Columbia, Monterey Bay National Marine Sanctuary, North Pacific Ocean, Olympic Coast National Marine Sanctuary, South Pacific Ocean and Southern Oceans (> 60 degrees South) from 1998-01-16 to 1998-12-17. These data include BAROMETRIC PRESSURE, Partial pressure (or fugacity) of carbon dioxide - water, SALINITY and SEA SURFACE TEMPERATURE. The instruments used to collect these data include Carbon dioxide (CO2) gas analyzer and Shower head chamber equilibrator for autonomous carbon dioxide (CO2) measurement.

These data were collected by Taro Takahashi and Stewart Sutherland of Columbia University; Lamont-Doherty Earth Observatory and Colm Sweeney of University of Colorado at Boulder; Cooperative Institute for Research In Environmental Sciences as part of the VOS_Nathaniel_Palmer_Lines_1998 data set. CDIAC associated the following cruise ID(s) with this data set: 320619980116

The Global Volunteer Observing Ship (VOS) Program is coordinated by the UNESCO International Ocean Carbon Coordination Project (IOCCP). International groups from 14 countries have been outfitting research ships and commercial vessels with automated CO2 sampling equipment to analyze the carbon exchange between the ocean and atmosphere.","['Takahashi, T., C. Sweeney and S. C. Sutherland']","Partial pressure (or fugacity) of carbon dioxide, salinity and other variables collected from Surface underway observations using Carbon dioxide (CO2) gas analyzer, Shower head chamber equilibrator for autonomous carbon dioxide (CO2) measurement and other instruments from NATHANIEL B. PALMER in the Coastal Waters of Southeast Alaska and British Columbia, Monterey Bay National Marine Sanctuary and others from 1998-01-16 to 1998-12-17 (NCEI Accession 0157317)","['DOC/NOAA/NESDIS/NODC > National Oceanographic Data Center, NESDIS, NOAA, U.S. Department of Commerce', 'DOC/NOAA/NESDIS/NCEI > National Centers for Environmental Information, NESDIS, NOAA, U.S. Department of Commerce', '0157317', '157317', 'BAROMETRIC PRESSURE', 'Partial pressure (or fugacity) of carbon dioxide - water', 'SALINITY', 'SEA SURFACE TEMPERATURE', 'Carbon dioxide (CO2) gas analyzer', 'Shower head chamber equilibrator for autonomous carbon dioxide (CO2) measurement', 'chemical', 'meteorological', 'physical', 'Surface underway', 'NATHANIEL B. PALMER', 'Columbia University; Lamont-Doherty Earth Observatory', 'University of Colorado at Boulder; Cooperative Institute for Research In Environmental Sciences', 'Carbon Dioxide Information Analysis Center', 'Global Volunteer Observing Ship Program (CDIAC) (VOS)', 'Coastal Waters of Southeast Alaska and British Columbia', 'Monterey Bay National Marine Sanctuary', 'North Pacific Ocean', 'Olympic Coast National Marine Sanctuary', 'South Pacific Ocean', 'Southern Oceans (> 60 degrees South)', 'oceanography', '320619980116', 'EARTH SCIENCE > ATMOSPHERE > ATMOSPHERIC PRESSURE', 'EARTH SCIENCE > OCEANS > OCEAN CHEMISTRY > CARBON DIOXIDE', 'EARTH SCIENCE > OCEANS > OCEAN TEMPERATURE > SEA SURFACE TEMPERATURE', 'EARTH SCIENCE > OCEANS > SALINITY/DENSITY > SALINITY', 'ATM_PRE', 'CRUISE', 'DAY', 'EQ_PRE', 'EQ_TMP', 'EXPOCODE', 'JULIAN_DATE', 'JULIAN_YEAR', 'LATITUDE', 'LONGITUDE', 'MONTH', 'PCO2_EQ', 'PCO2_SST', 'PCO2_TEQ', 'SSS', 'SST', 'STATION', 'VCO2_SW', 'VCO2_WAT', 'YEAR', 'OCEAN > PACIFIC OCEAN > NORTH PACIFIC OCEAN', 'OCEAN > PACIFIC OCEAN > SOUTH PACIFIC OCEAN', 'OCEAN > SOUTHERN OCEAN']",48.475,-78.399,-71.636,163.809
{2C8F4FC8-AF14-4292-9348-1CFCC38C1E1A},http://www.isotc211.org/2005/gmd-noaa,urn:node:NCEI,"NCEI Accession 0157306 includes Surface underway, chemical, meteorological and physical data collected from RONALD H. BROWN in the Coastal Waters of Southeast Alaska and British Columbia, Cordell Bank National Marine Sanctuary, Greater Farallones National Marine Sanctuary, Hawaiian Islands Humpback Whale National Marine Sanctuary, Monterey Bay National Marine Sanctuary, North Pacific Ocean, Olympic Coast National Marine Sanctuary and South Pacific Ocean from 2016-01-05 to 2016-07-07. These data include AIR-SEA DIFFERENCE - PARTIAL PRESSURE (OR FUGACITY) OF CARBON DIOXIDE, BAROMETRIC PRESSURE, Partial pressure (or fugacity) of carbon dioxide - atmosphere, Partial pressure (or fugacity) of carbon dioxide - water, SALINITY and SEA SURFACE TEMPERATURE. The instruments used to collect these data include Carbon dioxide (CO2) gas analyzer and Shower head chamber equilibrator for autonomous carbon dioxide (CO2) measurement.

These data were collected by Rik Wanninkhof, Denis Pierrot and Kevin Sullivan of US DOC; NOAA; OAR; Atlantic Oceanographic and Meteorological Laboratory as part of the VOS_R/V_Ronald_Brown_2016_33RO20160105, VOS_R/V_Ronald_Brown_2016_33RO20160112, VOS_R/V_Ronald_Brown_2016_33RO20160216, VOS_R/V_Ronald_Brown_2016_33RO20160330, VOS_R/V_Ronald_Brown_2016_33RO20160414, VOS_R/V_Ronald_Brown_2016_33RO20160505, VOS_R/V_Ronald_Brown_2016_33RO20160524 and VOS_R/V_Ronald_Brown_2016_33RO20160622 data set. CDIAC associated the following cruise ID(s) with this data set: 33RO20160105, 33RO20160112, 33RO20160216, 33RO20160330, 33RO20160414, 33RO20160505, 33RO20160524 and 33RO20160622","['Wanninkhof, R., D. Pierrot, and R. D. Castle']","Partial pressure (or fugacity) of carbon dioxide, salinity and other variables collected from Surface underway observations using Carbon dioxide (CO2) gas analyzer, Shower head chamber equilibrator for autonomous carbon dioxide (CO2) measurement and other instruments from RONALD H. BROWN in the Coastal Waters of Southeast Alaska and British Columbia, Cordell Bank National Marine Sanctuary and others from 2016-01-05 to 2016-07-07 (NCEI Accession 0157306)","['DOC/NOAA/NESDIS/NODC > National Oceanographic Data Center, NESDIS, NOAA, U.S. Department of Commerce', 'DOC/NOAA/NESDIS/NCEI > National Centers for Environmental Information, NESDIS, NOAA, U.S. Department of Commerce', 'DOC/NOAA/OAR/AOML > Atlantic Oceanographic and Meteorological Laboratory, OAR, NOAA, U.S. Department of Commerce', '0157306', '157306', 'AIR-SEA DIFFERENCE - PARTIAL PRESSURE (OR FUGACITY) OF CARBON DIOXIDE', 'BAROMETRIC PRESSURE', 'Partial pressure (or fugacity) of carbon dioxide - atmosphere', 'Partial pressure (or fugacity) of carbon dioxide - water', 'SALINITY', 'SEA SURFACE TEMPERATURE', 'Carbon dioxide (CO2) gas analyzer', 'Shower head chamber equilibrator for autonomous carbon dioxide (CO2) measurement', 'chemical', 'meteorological', 'physical', 'Surface underway', 'RONALD H. BROWN', 'US DOC; NOAA; OAR; Atlantic Oceanographic and Meteorological Laboratory', 'Carbon Dioxide Information Analysis Center', 'Coastal Waters of Southeast Alaska and British Columbia', 'Cordell Bank National Marine Sanctuary', 'Greater Farallones National Marine Sanctuary', 'Hawaiian Islands Humpback Whale National Marine Sanctuary', 'Monterey Bay National Marine Sanctuary', 'North Pacific Ocean', 'Olympic Coast National Marine Sanctuary', 'South Pacific Ocean', 'oceanography', '33RO20160105', '33RO20160112', '33RO20160216', '33RO20160330', '33RO20160414', '33RO20160505', '33RO20160524', '33RO20160622', 'EARTH SCIENCE > ATMOSPHERE > ATMOSPHERIC CHEMISTRY > CARBON AND HYDROCARBON COMPOUNDS > CARBON DIOXIDE', 'EARTH SCIENCE > ATMOSPHERE > ATMOSPHERIC PRESSURE', 'EARTH SCIENCE > OCEANS > OCEAN CHEMISTRY > CARBON DIOXIDE', 'EARTH SCIENCE > OCEANS > OCEAN TEMPERATURE > SEA SURFACE TEMPERATURE', 'EARTH SCIENCE > OCEANS > SALINITY/DENSITY > SALINITY', 'DATE_UTC__ddmmyyyy', 'Expocode', 'Group', 'PRES_ATM@SSP_hPa', 'PRES_EQU_hPa', 'QC_SUBFLAG', 'SAL_permil', 'SST_C', 'TEMP_EQU_C', 'TIME_UTC_hh:mm:ss', 'WOCE_QC_FLAG', 'YD_UTC', 'dfCO2_uatm', 'fCO2_ATM_interpolated_uatm', 'fCO2_SW@SST_uatm', 'xCO2_ATM_interpolated_ppm', 'xCO2_ATM_ppm', 'xCO2_EQU_ppm', 'SHIPS', 'OCEAN > PACIFIC OCEAN > CENTRAL PACIFIC OCEAN > HAWAIIAN ISLANDS', 'OCEAN > PACIFIC OCEAN > NORTH PACIFIC OCEAN', 'OCEAN > PACIFIC OCEAN > SOUTH PACIFIC OCEAN']",52.4036,-7.9919,-98.9547,-165.9514
5dc49d9728e8bba14d8f2061bbcc0d52,http://www.isotc211.org/2005/gmd-pangaea,urn:node:PANGAEA,,"['Gieselman, Tanis M', 'Hodges, K E', 'Vellend, M']","Plant communities of shrub-steppe and pine savannah grasslands in southern British Columbia, Canada",,49.42286,49.00061,-119.474,-119.702
2e136feda86e37ed4f502c97a9b22d65,http://www.isotc211.org/2005/gmd-pangaea,urn:node:PANGAEA,,"['Gieselman, Tanis M', 'Hodges, K E', 'Vellend, M']","Soil chemistry of shrub-steppe and pine savannah grasslands in southern British Columbia, Canada",,49.42286,49.00061,-119.474,-119.702
87d097e25072ab2c66bc4c4d0285aa00,http://www.isotc211.org/2005/gmd-pangaea,urn:node:PANGAEA,,"['Pharo, Christopher Howard']","(Table XII, page 241) Spectrochemical analyses of nodules from Georgia Strait, British Columbia","['NOAA-MMS', 'NOAA and MMS Marine Minerals Geochemical Database']",49.363335,49.361668,-124.03333,-124.151665
